Title,Organization,URL,Rating,Languages Available,Enroll Information,Taught Language,Difficulty,Type,Duration,Data Science Skills Count,Engineering and Programming Skills Count,Mathematical Theory and Problem Solving Skills Count,Skills Count,Quizzes,Assignments
Getting Started with Google Workspace en Español,Google Cloud,https://www.coursera.org/specializations/getting-started-with-google-workspace-es,4.8,0,1511,Spanish,Beginner,Specialization,3 - 6 Months,5,2,1,16,0,0
Interaction Design,University of California San Diego,https://www.coursera.org/specializations/interaction-design,4.5,22,64776,English,Intermediate,Specialization,3 - 6 Months,1,0,0,6,0,0
Certified Business Analysis Professional™ (CBAP®),Starweaver,https://www.coursera.org/specializations/certified-business-analysis-professional-cbap,4.7,0,7595,English,Intermediate,Specialization,3 - 6 Months,3,0,0,2,0,0
ChatGPT Advanced Data Analysis,Vanderbilt University,https://www.coursera.org/learn/chatgpt-advanced-data-analysis,4.8,21,74912,English,Beginner,Course,1 - 3 Months,1,0,1,2,0,7
"Teaching with Art: Using Inquiry, Activities, and Themes",The Museum of Modern Art,https://www.coursera.org/specializations/teaching-with-art,4.8,22,2161,English,Intermediate,Specialization,3 - 6 Months,4,0,1,20,0,0
Supply Chain Excellence,Rutgers the State University of New Jersey,https://www.coursera.org/specializations/supply-chain-excellence,4.7,21,4407,English,Advanced,Specialization,3 - 6 Months,1,0,0,2,0,0
Design Fundamentals,Adobe,https://www.coursera.org/learn/design-fundamentals,4.6,0,7630,English,Beginner,Course,1 - 4 Weeks,1,0,0,1,0,5
Music Education for Teachers,Berklee,https://www.coursera.org/specializations/music-education,4.8,22,5773,English,Intermediate,Specialization,3 - 6 Months,0,0,0,1,0,0
Introduction to Logic and Critical Thinking,Duke University,https://www.coursera.org/specializations/logic-critical-thinking-duke,4.6,22,41194,English,Beginner,Specialization,3 - 6 Months,1,0,1,3,0,0
American Contract Law I,Yale University,https://www.coursera.org/learn/contracts-1,4.8,22,66391,English,Beginner,Course,1 - 3 Months,1,0,0,1,0,36
Understanding Medical Research: Your Facebook Friend is Wrong,Yale University,https://www.coursera.org/learn/medical-research,4.9,22,98461,English,Beginner,Course,1 - 3 Months,2,0,0,1,0,6
Write A Feature Length Screenplay For Film Or Television,Michigan State University,https://www.coursera.org/learn/write-a-feature-length-screenplay-for-film-or-television,4.6,22,81540,English,Beginner,Course,3 - 6 Months,1,0,0,1,0,0
Antibiotic Stewardship ,Stanford University,https://www.coursera.org/learn/antibiotic-stewardship,4.7,22,60810,English,Advanced,Course,1 - 3 Months,1,0,0,3,0,0
Teach English Now! Capstone Project 1,Arizona State University,https://www.coursera.org/learn/teaching-english-capstone,4.9,24,39606,English,Mixed,Course,1 - 3 Months,1,2,0,17,0,0
Operations and Process Management,Illinois Tech,https://www.coursera.org/learn/illinois-tech-operations-process-management,4.8,0,4938,English,Intermediate,Course,1 - 3 Months,2,0,3,6,0,33
Digital Technologies and the Future of Manufacturing,University of Michigan,https://www.coursera.org/specializations/digital-technologies-future-of-manufacturing,4.6,21,8458,English,Beginner,Specialization,1 - 3 Months,6,2,0,4,0,0
Politics and Economics of International Energy,Sciences Po,https://www.coursera.org/learn/global-energy,4.7,22,74576,English,Beginner,Course,1 - 3 Months,0,0,0,1,0,8
Troubles du spectre de l'autisme : diagnostic,University of Geneva,https://www.coursera.org/learn/troubles-spectre-autisme-diagnostic,4.9,0,26646,French,Intermediate,Course,1 - 3 Months,0,0,0,1,0,12
Biology Meets Programming: Bioinformatics for Beginners,University of California San Diego,https://www.coursera.org/learn/bioinformatics,4.2,22,193794,English,Beginner,Course,1 - 4 Weeks,0,0,0,1,0,4
Data Visualization with Python,IBM,https://www.coursera.org/learn/python-for-data-visualization,4.5,22,298420,English,Intermediate,Course,1 - 3 Months,0,0,0,1,0,12
Managerial Economics and Business Analysis,University of Illinois Urbana-Champaign,https://www.coursera.org/specializations/managerial-economics-business-analysis,4.8,22,50492,English,Beginner,Specialization,3 - 6 Months,4,0,3,34,0,0
Computational Social Science,"University of California, Davis",https://www.coursera.org/specializations/computational-social-science-ucdavis,4.6,22,13557,English,Beginner,Specialization,3 - 6 Months,8,3,3,24,0,0
Real-World Engineering Management,Advancing Women in Tech,https://www.coursera.org/specializations/real-world-engineering-management,4.6,0,0,English,Beginner,Specialization,1 - 3 Months,1,2,0,5,0,0
Hospitality Luxury Brand Management,Starweaver,https://www.coursera.org/learn/hospitality-luxury-brand-management,4.4,0,6221,English,Intermediate,Course,1 - 4 Weeks,1,0,0,2,0,4
Music Business,Berklee,https://www.coursera.org/specializations/music-business,4.8,22,18522,English,Beginner,Specialization,3 - 6 Months,2,0,2,19,0,0
Essentials of Global Health,Yale University,https://www.coursera.org/learn/essentials-global-health,4.9,22,82497,English,Mixed,Course,1 - 3 Months,4,4,0,10,0,29
Using Python to Access Web Data,University of Michigan,https://www.coursera.org/learn/python-network-data,4.8,24,683224,English,Beginner,Course,1 - 3 Months,1,0,0,1,0,5
Spanish for Successful Communication in Healthcare Settings,Rice University,https://www.coursera.org/learn/spanish-in-healthcare-settings,4.7,0,58504,Spanish,Intermediate,Course,1 - 3 Months,1,0,0,1,0,5
Suicide Prevention,Wesleyan University,https://www.coursera.org/learn/suicide-prevention,4.6,21,22591,English,Beginner,Course,1 - 4 Weeks,1,3,0,4,0,4
React Basics,Meta,https://www.coursera.org/learn/react-basics,4.7,20,159265,English,Beginner,Course,1 - 4 Weeks,0,0,0,1,0,21
English for Common Interactions in the Workplace: Basic Level,Pontificia Universidad Católica de Chile,https://www.coursera.org/learn/english-common-interactions-workplace-basic-level,4.7,22,365109,English,Mixed,Course,1 - 3 Months,0,0,0,1,0,5
Wind Energy,Technical University of Denmark (DTU),https://www.coursera.org/learn/wind-energy,4.7,22,165837,English,Mixed,Course,3 - 6 Months,0,0,0,1,0,17
Data Storage and Queries,DeepLearning.AI,https://www.coursera.org/learn/data-storage-and-queries,4.8,0,2579,English,Intermediate,Course,1 - 4 Weeks,1,0,0,2,0,3
International Security Management,Erasmus University Rotterdam,https://www.coursera.org/learn/international-security-management,4.7,22,29417,English,Beginner,Course,1 - 3 Months,1,0,0,3,0,3
Palliative Care Always,Stanford University,https://www.coursera.org/specializations/palliative-care-always,4.6,21,4317,English,Beginner,Specialization,3 - 6 Months,1,5,0,6,0,0
HTML and CSS in depth,Meta,https://www.coursera.org/learn/html-and-css-in-depth,4.7,20,122459,English,Beginner,Course,1 - 4 Weeks,5,1,0,10,2,19
"Sequences, Time Series and Prediction",DeepLearning.AI,https://www.coursera.org/learn/tensorflow-sequences-time-series-and-prediction,4.7,22,142861,English,Intermediate,Course,1 - 4 Weeks,8,3,0,12,0,4
Introduction to Computer Vision and Image Processing,IBM,https://www.coursera.org/learn/introduction-computer-vision-watson-opencv,4.3,22,87026,English,Beginner,Course,1 - 3 Months,1,0,0,1,0,10
Accelerate Your Learning with ChatGPT,Deep Teaching Solutions,https://www.coursera.org/learn/learning-chatgpt,4.8,0,17374,English,Beginner,Course,1 - 4 Weeks,6,3,0,13,0,2
Advanced Digital Transformation,IIMA - IIM Ahmedabad,https://www.coursera.org/specializations/advanced-digital-transformation-iima,4.6,0,4160,English,Intermediate,Specialization,3 - 6 Months,1,0,0,1,0,0
SAS Programmer,SAS,https://www.coursera.org/professional-certificates/sas-programming,4.8,0,66010,English,Beginner,Professional Certificate,3 - 6 Months,1,0,0,4,0,0
"Speak English Professionally: In Person, Online & On the Phone",Georgia Institute of Technology,https://www.coursera.org/learn/speak-english-professionally,4.7,24,932067,English,Mixed,Course,1 - 3 Months,1,0,5,10,5,7
Product Management: An Introduction,IBM,https://www.coursera.org/learn/product-management-an-introduction,4.6,21,41335,English,Beginner,Course,1 - 3 Months,0,0,0,1,0,11
Algebra: Elementary to Advanced,Johns Hopkins University,https://www.coursera.org/specializations/algebra-elementary-to-advanced,4.8,23,25453,English,Beginner,Specialization,3 - 6 Months,0,0,0,1,0,0
Payroll and Tax Fundamentals,"Automatic Data Processing, Inc. (ADP)",https://www.coursera.org/learn/payroll-and-tax-fundamentals,4.7,0,11393,English,Beginner,Course,1 - 4 Weeks,1,0,0,1,0,27
Epidemiology: The Basic Science of Public Health,The University of North Carolina at Chapel Hill,https://www.coursera.org/learn/epidemiology,4.7,22,204403,English,Mixed,Course,1 - 3 Months,1,0,0,1,0,5
Microsoft Power Platform Fundamentals PL-900 Exam Prep,Microsoft,https://www.coursera.org/specializations/microsoft-power-platform-fundamentals,4.2,0,2785,English,Beginner,Specialization,1 - 3 Months,4,0,0,2,0,0
Agroforestry,University of Florida,https://www.coursera.org/specializations/agroforestry-all,4.8,0,0,English,Intermediate,Specialization,3 - 6 Months,2,0,0,3,0,0
Responsible AI: Applying AI Principles with Google Cloud,Google Cloud,https://www.coursera.org/learn/responsible-ai-applying-ai-principles-with-google-cloud,4.5,0,9733,English,Beginner,Course,1 - 3 Months,1,0,0,10,0,0
Sustainable Fashion,Copenhagen Business School,https://www.coursera.org/learn/sustainable-fashion,4.8,22,62072,English,Beginner,Course,1 - 3 Months,1,3,0,24,0,14
Unilever Digital Marketing Analyst,Unilever,https://www.coursera.org/professional-certificates/unilever-digital-marketing-analyst,4.7,0,9470,English,Beginner,Professional Certificate,3 - 6 Months,3,5,0,29,0,0
Financing and Investing in Infrastructure,Università Bocconi,https://www.coursera.org/learn/infrastructure-investing,4.8,22,60818,English,Mixed,Course,1 - 3 Months,8,1,5,31,0,7
Google Project Management (PT),Google,https://www.coursera.org/professional-certificates/gestao-de-projetos-do-google,4.9,11,1807675,English,Beginner,Professional Certificate,3 - 6 Months,1,1,0,2,0,0
Information​ ​Systems,University of Minnesota,https://www.coursera.org/specializations/information-systems,4.8,22,45193,English,Beginner,Specialization,3 - 6 Months,0,0,0,1,0,0
Excel to MySQL: Analytic Techniques for Business,Duke University,https://www.coursera.org/specializations/excel-mysql,4.6,22,223437,English,Beginner,Specialization,3 - 6 Months,0,0,0,1,0,0
Introduction to Computers,Microsoft,https://www.coursera.org/learn/introduction-to-computers,4.7,22,26571,English,Beginner,Course,1 - 4 Weeks,0,0,0,1,0,17
Embedding Sensors and Motors,University of Colorado Boulder,https://www.coursera.org/specializations/embedding-sensors-motors,4.6,22,30706,English,Intermediate,Specialization,3 - 6 Months,1,0,1,10,0,0
The Digital Marketing Revolution,University of Illinois Urbana-Champaign,https://www.coursera.org/learn/digital-marketing-revolution,4.7,24,108058,English,Beginner,Course,1 - 4 Weeks,2,1,0,3,5,0
Overcoming Dyslexia,Yale University,https://www.coursera.org/learn/dyslexia,4.8,22,47499,English,Beginner,Course,1 - 3 Months,2,4,0,12,0,8
Introduction to Intellectual Property,University of Pennsylvania,https://www.coursera.org/learn/introduction-intellectual-property,4.8,22,38054,English,Beginner,Course,1 - 4 Weeks,3,0,0,4,0,11
Abnormal Psychology,Wesleyan University,https://www.coursera.org/specializations/abnormal-psychology,4.8,21,16267,English,Beginner,Specialization,3 - 6 Months,2,2,1,3,0,0
Equine Welfare and Management,"University of California, Davis",https://www.coursera.org/learn/equine,4.9,22,24525,English,Beginner,Course,1 - 3 Months,0,0,0,1,0,6
Teach English Now! Capstone Project 2,Arizona State University,https://www.coursera.org/learn/teaching-english-capstone-2,4.9,24,24506,English,Beginner,Course,1 - 3 Months,0,0,0,1,0,2
Regression Analysis: Simplify Complex Data Relationships,Google,https://www.coursera.org/learn/regression-analysis-simplify-complex-data-relationships,4.7,11,44168,English,Advanced,Course,1 - 3 Months,0,0,0,1,27,0
Hands-on Internet of Things,University of Illinois Urbana-Champaign,https://www.coursera.org/specializations/uiuc-iot,4.7,21,8728,English,Intermediate,Specialization,3 - 6 Months,0,0,0,1,0,0
mRNAs as Medicines,Moderna,https://www.coursera.org/learn/mrnas-as-medicines,4.8,0,3686,English,Beginner,Course,1 - 4 Weeks,0,0,0,1,0,3
"Decisions, Decisions: Dashboards and Reports",Google,https://www.coursera.org/learn/decisions-decisions-dashboards-and-reports,4.8,11,36704,English,Advanced,Course,1 - 3 Months,0,0,0,1,20,0
Programming in C++: A Hands-on Introduction,Codio,https://www.coursera.org/specializations/hands-on-cpp,4.6,0,35258,English,Beginner,Specialization,3 - 6 Months,0,0,0,1,0,0
Foundations of Public Health Practice,Imperial College London,https://www.coursera.org/specializations/foundations-public-health-practice,4.8,24,17881,English,Beginner,Specialization,3 - 6 Months,1,0,1,1,0,0
Functional Programming in Scala,École Polytechnique Fédérale de Lausanne,https://www.coursera.org/specializations/scala,4.7,22,73617,English,Intermediate,Specialization,3 - 6 Months,5,3,1,11,0,0
Marketing Mix Implementation,IE Business School,https://www.coursera.org/specializations/marketing-mix,4.7,22,62224,English,Beginner,Specialization,3 - 6 Months,1,0,1,28,0,0
Excel/VBA for Creative Problem Solving,University of Colorado Boulder,https://www.coursera.org/specializations/excel-vba-creative-problem-solving,4.8,22,73248,English,Beginner,Specialization,3 - 6 Months,4,3,3,14,0,0
Fundamentals of Reinforcement Learning,University of Alberta,https://www.coursera.org/learn/fundamentals-of-reinforcement-learning,4.8,22,93494,English,Intermediate,Course,1 - 3 Months,4,3,0,7,0,5
Visualizing the Living Body: Diagnostic Imaging,Yale University,https://www.coursera.org/learn/diagnosticimaging,4.8,22,29139,English,Intermediate,Course,1 - 3 Months,4,0,0,2,0,7
ADP Entry-Level Compensation and Benefits Analyst,"Automatic Data Processing, Inc. (ADP)",https://www.coursera.org/professional-certificates/adp-compensation-benefits-analyst,4.4,0,1531,English,Beginner,Professional Certificate,3 - 6 Months,5,0,1,9,0,0
Data Analytics for Lean Six Sigma,University of Amsterdam,https://www.coursera.org/learn/data-analytics-for-lean-six-sigma,4.8,22,84064,English,Beginner,Course,1 - 3 Months,1,1,0,1,0,12
"Data Modeling, Transformation, and Serving",DeepLearning.AI,https://www.coursera.org/learn/data-modeling-transformation-serving,4.7,0,2682,English,Intermediate,Course,1 - 4 Weeks,2,3,0,14,0,5
Extended Reality for Everybody,University of Michigan,https://www.coursera.org/specializations/extended-reality-for-everybody,4.7,22,15364,English,Beginner,Specialization,1 - 3 Months,1,0,0,3,0,0
MBA Essentials,University of Glasgow,https://www.coursera.org/learn/mba-essentials,4.6,4,9758,English,Intermediate,Course,1 - 4 Weeks,7,5,0,23,0,4
Microsoft Azure Data Scientist Associate (DP-100) Exam Prep,Microsoft,https://www.coursera.org/professional-certificates/azure-data-scientist,4.3,21,24304,English,Intermediate,Professional Certificate,3 - 6 Months,0,0,0,1,0,0
Introduction to Chemistry:  Reactions and Ratios,Duke University,https://www.coursera.org/learn/intro-chemistry,4.7,22,124003,English,Beginner,Course,1 - 3 Months,1,2,0,10,0,12
Cryptocurrency and Blockchain: An Introduction to Digital Currencies,University of Pennsylvania,https://www.coursera.org/learn/wharton-cryptocurrency-blockchain-introduction-digital-currency,4.6,22,56044,English,Mixed,Course,1 - 4 Weeks,1,0,0,4,0,4
Introduction to Financial Engineering and Risk Management,Columbia University,https://www.coursera.org/learn/financial-engineering-intro,4.6,22,41306,English,Intermediate,Course,1 - 3 Months,1,0,2,23,0,17
"Strategic Leadership: Impact, Change, and Decision-Making",Dartmouth College,https://www.coursera.org/specializations/strategic-leadership-impact-change-decision-making,4.8,21,16468,English,Beginner,Specialization,3 - 6 Months,1,0,0,2,0,0
Corporate Communications,"University of California, Irvine",https://www.coursera.org/specializations/corporatecommunications,4.6,0,1974,English,Beginner,Specialization,1 - 3 Months,1,1,2,10,0,0
Site Reliability Engineering: Measuring and Managing Reliability,Google Cloud,https://www.coursera.org/learn/site-reliability-engineering-slos,4.5,0,55024,English,Intermediate,Course,1 - 3 Months,8,3,0,10,0,16
Natural Language Processing in TensorFlow,DeepLearning.AI,https://www.coursera.org/learn/natural-language-processing-tensorflow,4.6,22,146347,English,Intermediate,Course,1 - 4 Weeks,4,0,0,3,0,4
Pre-MBA Statistics,IIMA - IIM Ahmedabad,https://www.coursera.org/learn/pre-mbastatistics,4.6,22,124762,English,Beginner,Course,1 - 3 Months,1,0,0,4,0,14
Introduction to Sustainability,University of Illinois Urbana-Champaign,https://www.coursera.org/learn/sustainability,4.8,22,158285,English,Mixed,Course,1 - 3 Months,1,0,0,2,0,25
Design Thinking for Innovation,University of Virginia,https://www.coursera.org/learn/uva-darden-design-thinking-innovation,4.7,22,445538,English,Beginner,Course,1 - 3 Months,2,0,0,1,0,0
"Teach English Now! Second Language Reading, Writing, and Grammar ",Arizona State University,https://www.coursera.org/learn/tesol-writing,4.9,24,105751,English,Beginner,Course,1 - 3 Months,0,0,0,1,0,17
Natural Language Processing with Attention Models,DeepLearning.AI,https://www.coursera.org/learn/attention-models-in-nlp,4.4,22,79053,English,Intermediate,Course,1 - 4 Weeks,0,0,0,1,0,3
Medical Billing and Coding Essentials,MedCerts,https://www.coursera.org/learn/medical-billing-coding-essentials,4.7,21,22854,English,Beginner,Course,1 - 4 Weeks,1,0,1,2,0,6
Cost Accounting,Technical University of Munich (TUM),https://www.coursera.org/specializations/costaccounting,4.6,21,7403,English,Beginner,Specialization,1 - 3 Months,1,0,0,10,0,0
Spacecraft Dynamics and Control,University of Colorado Boulder,https://www.coursera.org/specializations/spacecraft-dynamics-control,4.8,21,12461,English,Advanced,Specialization,3 - 6 Months,2,4,7,13,0,0
Psychological Research,American Psychological Association,https://www.coursera.org/specializations/psychological-research,4.8,0,3931,English,Beginner,Specialization,3 - 6 Months,4,0,0,3,0,0
Introduction to Cybersecurity Fundamentals,Coursera Instructor Network,https://www.coursera.org/learn/introduction-to-cybersecurity-fundamentals,4.7,0,35440,English,Beginner,Course,1 - 4 Weeks,1,1,0,2,0,0
Entrepreneurship: Launching an Innovative Business,"University of Maryland, College Park",https://www.coursera.org/specializations/business-entrepreneurship,4.6,24,44826,English,Beginner,Specialization,3 - 6 Months,1,0,0,26,0,0
Introduction to Google SEO,"University of California, Davis",https://www.coursera.org/learn/search-engine-optimization,4.6,22,315912,English,Beginner,Course,1 - 4 Weeks,3,1,1,3,0,9
PwC GST Taxation Executive,PwC India,https://www.coursera.org/professional-certificates/pwc-gst-taxation-executive,4.6,21,5830,English,Beginner,Professional Certificate,3 - 6 Months,1,0,1,5,0,0
Fundamentals of Music Theory,The University of Edinburgh,https://www.coursera.org/learn/edinburgh-music-theory,4.5,22,372962,English,Beginner,Course,1 - 3 Months,1,0,0,1,0,6
Gemini for Google Workspace,Google Cloud,https://www.coursera.org/specializations/gemini-for-google-workspace,4.4,21,0,English,Beginner,Specialization,1 - 3 Months,1,0,1,1,0,0
Microsoft Copilot: Your Everyday AI Companion,Microsoft,https://www.coursera.org/specializations/microsoft-copilot-your-everyday-ai-companion,4.2,0,1747,English,Beginner,Specialization,1 - 3 Months,7,3,1,12,0,0
Sports Performance Analytics,University of Michigan,https://www.coursera.org/specializations/sports-analytics,4.5,21,15044,English,Intermediate,Specialization,3 - 6 Months,0,0,0,1,0,0
Réussir le Changement,ESSEC Business School,https://www.coursera.org/learn/reussir-le-changement,4.5,0,51981,French,Mixed,Course,1 - 3 Months,1,0,0,10,0,20
Excellence in Online Teaching,Johns Hopkins University,https://www.coursera.org/learn/excellence-in-online-teaching,4.5,21,4707,English,Beginner,Course,1 - 3 Months,1,0,0,2,0,0
Django for Everybody,University of Michigan,https://www.coursera.org/specializations/django,4.7,22,82710,English,Intermediate,Specialization,3 - 6 Months,5,5,0,8,0,0
Microsoft Azure AI Fundamentals AI-900 Exam Prep,Microsoft,https://www.coursera.org/specializations/microsoft-azure-ai-900-ai-fundamentals,4.6,21,21907,English,Beginner,Specialization,3 - 6 Months,4,5,0,13,0,0
Advanced Statistics for Data Science,Johns Hopkins University,https://www.coursera.org/specializations/advanced-statistics-data-science,4.4,22,23888,English,Advanced,Specialization,3 - 6 Months,2,0,4,15,0,0
Introduction to Git and GitHub,Google,https://www.coursera.org/learn/introduction-git-github,4.8,11,293450,English,Beginner,Course,1 - 4 Weeks,3,2,0,3,14,2
Customer Relationship Management,Starweaver,https://www.coursera.org/learn/customer-relationship-management,4.6,0,13819,English,Beginner,Course,1 - 4 Weeks,1,0,1,3,0,9
MathWorks Computer Vision Engineer,MathWorks,https://www.coursera.org/professional-certificates/mathworks-computer-vision-engineer,4.7,21,0,English,Beginner,Professional Certificate,3 - 6 Months,6,1,0,8,0,0
Doing more with Google Sheets,Google Cloud,https://www.coursera.org/learn/getting-started-with-google-sheets,4.6,0,100577,English,Beginner,Course,1 - 3 Months,4,0,0,4,0,5
Introduction to Data Analytics,Meta,https://www.coursera.org/learn/data-analytics-introduction,4.8,20,62587,English,Beginner,Course,1 - 3 Months,8,3,0,12,0,19
Social Impact Strategy: Tools for Entrepreneurs and Innovators,University of Pennsylvania,https://www.coursera.org/learn/social-impact,4.8,22,51948,English,Beginner,Course,1 - 4 Weeks,1,0,0,10,0,4
Materials Science for Technological Application,Arizona State University,https://www.coursera.org/specializations/materials-science-for-technological-application,4.8,21,2603,English,Beginner,Specialization,3 - 6 Months,0,0,0,1,0,0
TensorFlow: Data and Deployment,DeepLearning.AI,https://www.coursera.org/specializations/tensorflow-data-and-deployment,4.7,22,39337,English,Intermediate,Specialization,3 - 6 Months,9,4,0,20,0,0
Building Your Audience for Music Professionals,GRAMMY GO,https://www.coursera.org/specializations/grammygo-building-your-audience-music-professionals,4.8,22,0,English,Beginner,Specialization,1 - 3 Months,1,0,0,5,0,0
Patient Safety,Johns Hopkins University,https://www.coursera.org/specializations/patient-safety,4.8,21,21933,English,Beginner,Specialization,3 - 6 Months,1,0,1,3,0,0
Google Data Analytics (PT),Google,https://www.coursera.org/professional-certificates/analise-de-dados-do-google,4.9,11,2468706,English,Beginner,Professional Certificate,3 - 6 Months,8,3,4,39,0,0
Reporting extra-financier et stratégie RSE,ESSEC Business School,https://www.coursera.org/learn/reporting-extra-financier-strategie-rse,4.6,0,16282,French,Beginner,Course,1 - 4 Weeks,1,0,0,8,0,4
Learning and Development,HRCI,https://www.coursera.org/learn/learning-and-development,4.8,24,28642,English,Beginner,Course,1 - 4 Weeks,1,0,0,2,0,16
Introduction to Operations Management,University of Pennsylvania,https://www.coursera.org/learn/wharton-operations,4.4,22,146035,English,Beginner,Course,1 - 4 Weeks,1,0,0,2,3,11
Introduction to Genetics and Evolution,Duke University,https://www.coursera.org/learn/genetics-evolution,4.8,22,167628,English,Mixed,Course,1 - 3 Months,1,0,0,1,0,18
How to Play Guitar,Berklee,https://www.coursera.org/specializations/play-guitar,4.8,22,35474,English,Beginner,Specialization,3 - 6 Months,3,2,1,24,0,0
Applied Computational Fluid Dynamics,Siemens,https://www.coursera.org/learn/applied-computational-fluid-dynamics,4.7,21,16812,English,Intermediate,Course,1 - 3 Months,1,0,0,1,0,45
Google UX Design,Google,https://www.coursera.org/professional-certificates/conception-ux-google,4.7,11,1105689,English,Beginner,Professional Certificate,3 - 6 Months,0,0,0,1,0,0
SHRM Certified Professional (SHRM-CP) Exam Prep,Board Infinity,https://www.coursera.org/specializations/shrm,3.9,0,0,English,Intermediate,Specialization,1 - 3 Months,0,0,0,1,0,0
Artificial Intelligence: Ethics & Societal Challenges,Lund University,https://www.coursera.org/learn/ai-ethics,4.7,21,14198,English,Beginner,Course,1 - 4 Weeks,1,3,0,5,0,0
BI Essentials for Finance Analysts (Power BI Edition),Corporate Finance Institute,https://www.coursera.org/specializations/bi-essentials-for-finance-professionals-powerbi,4.8,0,2293,English,Beginner,Specialization,3 - 6 Months,1,0,0,1,0,0
Advanced React,Meta,https://www.coursera.org/learn/advanced-react,4.6,20,98276,English,Intermediate,Course,1 - 4 Weeks,1,0,0,1,0,22
Introduction to Events Management ,Coursera Instructor Network,https://www.coursera.org/learn/introduction-to-events-management,4.8,0,5184,English,Beginner,Course,1 - 4 Weeks,5,0,1,31,0,0
Sustainable Cities,Johns Hopkins University,https://www.coursera.org/specializations/sustainablecities,4.6,21,7701,English,Intermediate,Specialization,3 - 6 Months,1,0,2,11,0,0
Supply Chain Analytics,Rutgers the State University of New Jersey,https://www.coursera.org/specializations/supply-chain-analytics,4.6,22,38487,English,Beginner,Specialization,3 - 6 Months,1,0,0,10,0,0
What is Compliance?,University of Pennsylvania,https://www.coursera.org/learn/what-is-compliance,4.8,22,37763,English,Mixed,Course,1 - 4 Weeks,3,0,0,23,0,9
Launch Your Online Business,The State University of New York,https://www.coursera.org/learn/launch-online-business,4.7,24,126330,English,Beginner,Course,1 - 4 Weeks,3,1,0,17,0,16
Tally Bookkeeper,Tally Education and Distribution Services Private Limited,https://www.coursera.org/professional-certificates/tally-bookkeeper,4.6,21,15080,English,Beginner,Professional Certificate,3 - 6 Months,3,0,0,2,0,0
FinTech: Finance Industry Transformation and Regulation,The Hong Kong University of Science and Technology,https://www.coursera.org/specializations/fintech,4.7,22,21731,English,Beginner,Specialization,3 - 6 Months,1,2,0,2,0,0
Healthcare Analytics Essentials ,Northeastern University,https://www.coursera.org/learn/healthcare-analytics-essentials,4.5,0,3945,English,Beginner,Course,1 - 4 Weeks,0,0,0,1,0,16
"Introduction to HTML, CSS, & JavaScript",IBM,https://www.coursera.org/learn/introduction-html-css-javascript,4.5,23,36849,English,Beginner,Course,1 - 4 Weeks,0,0,0,1,0,6
The Payroll Professional,"Automatic Data Processing, Inc. (ADP)",https://www.coursera.org/learn/adp-the-payroll-professional,4.7,0,8030,English,Beginner,Course,1 - 4 Weeks,3,0,0,1,0,4
The Nuts and Bolts of Machine Learning,Google,https://www.coursera.org/learn/the-nuts-and-bolts-of-machine-learning,4.8,11,44655,English,Advanced,Course,1 - 3 Months,3,1,0,2,22,0
BIM Fundamentals for Engineers,National Taiwan University,https://www.coursera.org/learn/bim-fundamentals,4.7,22,94680,English,Beginner,Course,1 - 3 Months,3,2,0,2,0,2
Medical Terminology I,Rice University,https://www.coursera.org/learn/medical-terminology-1,4.9,21,34864,English,Beginner,Course,1 - 3 Months,4,1,5,10,0,5
Python for Cybersecurity,Infosec,https://www.coursera.org/specializations/pythonforcybersecurity,4.4,22,19104,English,Intermediate,Specialization,3 - 6 Months,1,0,0,1,0,0
Climate Change: Carbon Capture and Storage,The University of Edinburgh,https://www.coursera.org/learn/climate-change-carbon-capture-and-storage,4.7,0,4888,English,Mixed,Course,1 - 3 Months,5,2,0,7,0,26
Mathematics for Machine Learning: Multivariate Calculus,Imperial College London,https://www.coursera.org/learn/multivariate-calculus-machine-learning,4.7,22,143523,English,Beginner,Course,1 - 3 Months,6,3,0,13,0,25
Clinical Terminology for International and U.S. Students,University of Pittsburgh,https://www.coursera.org/learn/clinical-terminology,4.8,22,125228,English,Beginner,Course,1 - 3 Months,1,4,0,4,0,44
Build Basic Generative Adversarial Networks (GANs),DeepLearning.AI,https://www.coursera.org/learn/build-basic-generative-adversarial-networks-gans,4.7,22,70614,English,Intermediate,Course,1 - 4 Weeks,0,0,0,1,0,0
Introduction to Big Data,University of California San Diego,https://www.coursera.org/learn/big-data-introduction,4.6,22,326165,English,Mixed,Course,1 - 3 Months,0,0,0,1,0,6
Introduction to International Criminal Law,Case Western Reserve University,https://www.coursera.org/learn/international-criminal-law,4.8,22,187257,English,Mixed,Course,1 - 3 Months,0,0,0,1,0,2
"HTML, CSS, and Javascript for Web Developers",Johns Hopkins University,https://www.coursera.org/learn/html-css-javascript-for-web-developers,4.7,22,1171817,English,Mixed,Course,1 - 4 Weeks,0,0,0,1,0,12
Data Analytics in the Public Sector with R,University of Michigan,https://www.coursera.org/specializations/data-analytics-in-the-public-sector-with-r,4.8,21,5941,English,Intermediate,Specialization,3 - 6 Months,5,1,0,6,0,0
Web3 and Blockchain Fundamentals,INSEAD,https://www.coursera.org/learn/web3-blockchain-fundamentals,4.7,22,9731,English,Mixed,Course,1 - 4 Weeks,1,0,0,1,0,5
